Ser No,0 to 9,S/B,R/G
3100051208,6,B,R
3100051209,4,S,R
3100051210,1,S,G
3100051211,8,B,R
3100051212,4,S,R
3100051213,3,S,G
3100051214,0,S,R/V
3100051215,0,S,R/V
3100051216,4,S,R
3100051217,8,B,R
3100051218,2,S,R
3100051219,2,S,R
3100051220,6,B,R
3100051221,7,B,G
3100051222,2,S,R
3100051223,4,S,R
3100051224,0,S,R/V
3100051225,5,B,G/V
3100051226,6,B,R
3100051227,0,S,R/V
3100051228,4,S,R
3100051229,3,S,G
3100051230,4,S,R
3100051231,5,B,G/V
3100051232,6,B,R
3100051233,5,B,G/V
3100051234,0,S,R/V
3100051235,5,B,G/V
3100051236,6,B,R
3100051237,8,B,R
3100051238,4,S,R
3100051239,8,B,R
3100051240,3,S,G
3100051241,8,B,R
3100051242,9,B,G
3100051243,6,B,R
3100051244,2,S,R
3100051245,1,S,G
3100051246,0,S,R/V
3100051247,7,B,G
3100051248,7,B,G
3100051249,4,S,R
3100051250,7,B,G
3100051251,0,S,R/V
3100051252,2,S,R
3100051253,9,B,G
3100051254,1,S,G
3100051255,6,B,R
3100051256,4,S,R
3100051257,3,S,G
3100051258,0,S,R/V
3100051259,2,S,R
3100051260,4,S,R
3100051261,1,S,G
3100051262,0,S,R/V
3100051263,2,S,R
3100051264,1,S,G
3100051265,9,B,G
3100051266,1,S,G
3100051267,9,B,G
3100051268,5,B,G/V
3100051269,8,B,R
3100051270,7,B,G
3100051271,4,S,R
3100051272,8,B,R
3100051273,4,S,R
3100051274,4,S,R
3100051275,7,B,G
3100051276,7,B,G
3100051277,2,S,R
3100051278,2,S,R
3100051279,3,S,G
3100051280,1,S,G
3100051281,0,S,R/V
3100051282,5,B,G/V
3100051283,0,S,R/V
3100051284,1,S,G
3100051285,6,B,R
3100051286,9,B,G
3100051287,3,S,G
3100051288,4,S,R
3100051289,8,B,R
3100051290,9,B,G
3100051291,7,B,G
3100051292,8,B,R
3100051293,6,B,R
3100051294,6,B,R
3100051295,8,B,R
3100051296,2,S,R
3100051297,2,S,R
3100051298,0,S,R/V
3100051299,0,S,R/V
3100051300,1,S,G
3100051301,9,B,G
3100051302,5,B,G/V
3100051303,1,S,G
3100051304,6,B,R
3100051305,0,S,R/V
3100051306,8,B,R
3100051307,1,S,G
3100051308,0,S,R/V
3100051309,2,S,R
3100051310,6,B,R
3100051311,1,S,G
3100051312,1,S,G
3100051313,5,B,G/V
3100051314,0,S,R/V
3100051315,3,S,G
3100051316,2,S,R
3100051317,6,B,R
3100051318,8,B,R
3100051319,1,S,G
3100051320,8,B,R
3100051321,4,S,R
3100051322,5,B,G/V
3100051323,5,B,G/V
3100051324,1,S,G
3100051325,3,S,G
3100051326,5,B,G/V
3100051327,6,B,R
3100051328,5,B,G/V
3100051329,7,B,G
3100051330,0,S,R/V
3100051331,6,B,R
3100051332,5,B,G/V
3100051333,9,B,G
3100051334,7,B,G
3100051335,9,B,G
3100051336,2,S,R
3100051337,6,B,R
3100051338,3,S,G
3100051339,9,B,G
3100051340,8,B,R
3100051341,1,S,G
3100051342,0,S,R/V
3100051343,5,B,G/V
3100051344,5,B,G/V
3100051345,6,B,R
3100051346,3,S,G
3100051347,5,B,G/V
3100051348,3,S,G
3100051349,2,S,R
3100051350,9,B,G
3100051351,6,B,R
3100051352,7,B,G
3100051353,3,S,G
3100051354,7,B,G
3100051355,7,B,G
3100051356,2,S,R
3100051357,0,S,R/V
3100051358,5,B,G/V
3100051359,5,B,G/V
3100051360,2,S,R
3100051361,7,B,G
3100051362,6,B,R
3100051363,1,S,G
3100051364,7,B,G
3100051365,2,S,R
3100051366,0,S,R/V
3100051367,5,B,G/V
3100051368,1,S,G
3100051369,2,S,R
3100051370,4,S,R
3100051371,5,B,G/V
3100051372,5,B,G/V
3100051373,6,B,R
3100051374,2,S,R
3100051375,2,S,R
3100051376,3,S,G
3100051377,6,B,R
3100051378,4,S,R
3100051379,3,S,G
3100051380,4,S,R
3100051381,4,S,R
3100051382,0,S,R/V
3100051383,4,S,R
3100051384,0,S,R/V
3100051385,3,S,G
3100051386,2,S,R
3100051387,0,S,R/V
3100051388,8,B,R
3100051389,8,B,R
3100051390,3,S,G
3100051391,7,B,G
3100051392,8,B,R
3100051393,0,S,R/V
3100051394,0,S,R/V
3100051395,7,B,G
3100051396,5,B,G/V
3100051397,0,S,R/V
3100051398,1,S,G
3100051399,4,S,R
3100051400,2,S,R
3100051401,3,S,G
3100051402,3,S,G
3100051403,4,S,R
3100051404,6,B,R
3100051405,9,B,G
3100051406,8,B,R
3100051407,3,S,G
3100051408,8,B,R
3100051409,8,B,R
3100051410,6,B,R
3100051411,0,S,R/V
3100051412,0,S,R/V
3100051413,4,S,R
3100051414,2,S,R
3100051415,8,B,R
3100051416,6,B,R
3100051417,7,B,G
3100051418,5,B,G/V
3100051419,0,S,R/V
3100051420,8,B,R
3100051421,1,S,G
3100051422,0,S,R/V
3100051423,8,B,R
3100051424,7,B,G
3100051425,8,B,R
3100051426,1,S,G
3100051427,2,S,R
3100051428,8,B,R
3100051429,1,S,G
3100051430,3,S,G
3100051431,4,S,R
3100051432,1,S,G
3100051433,2,S,R
3100051434,6,B,R
3100051435,4,S,R
3100051436,5,B,G/V
3100051437,2,S,R
3100051438,4,S,R
3100051439,2,S,R
3100051440,3,S,G
3100051441,7,B,G
3100051442,2,S,R
3100051443,6,B,R
3100051444,7,B,G
3100051445,2,S,R
3100051446,6,B,R
3100051447,3,S,G
3100051448,1,S,G
3100051449,7,B,G
3100051450,1,S,G
3100051451,8,B,R
3100051452,8,B,R
3100051453,0,S,R/V
3100051454,4,S,R
3100051455,1,S,G
3100051456,6,B,R
3100051457,8,B,R
3100051458,8,B,R
3100051459,1,S,G
3100051460,5,B,G/V
3100051461,5,B,G/V
3100051462,4,S,R
3100051463,0,S,R/V
3100051464,3,S,G
3100051465,9,B,G
3100051466,7,B,G
3100051467,1,S,G
3100051468,1,S,G
3100051469,3,S,G
3100051470,0,S,R/V
3100051471,6,B,R
3100051472,1,S,G
3100051473,4,S,R
3100051474,3,S,G
3100051475,3,S,G
3100051476,2,S,R
3100051477,4,S,R
3100051478,1,S,G
3100051479,2,S,R
3100051480,3,S,G
3100051481,5,B,G/V
3100051482,2,S,R
3100051483,8,B,R
3100051484,3,S,G
3100051485,9,B,G
3100051486,8,B,R
3100051487,4,S,R
3100051488,2,S,R
3100051489,9,B,G
3100051490,3,S,G
3100051491,9,B,G
3100051492,4,S,R
3100051493,5,B,G/V
3100051494,5,B,G/V
3100051495,3,S,G
3100051496,5,B,G/V
3100051497,4,S,R
3100051498,6,B,R
3100051499,3,S,G
3100051500,9,B,G
3100051501,3,S,G
3100051502,6,B,R
3100051503,9,B,G
3100051504,3,S,G
3100051505,4,S,R
3100051506,1,S,G
3100051507,8,B,R
3100051508,5,B,G/V
3100051509,9,B,G
3100051510,8,B,R
3100051511,9,B,G
3100051512,8,B,R
3100051513,6,B,R
3100051514,2,S,R
3100051515,0,S,R/V
3100051516,7,B,G
3100051517,0,S,R/V
3100051518,3,S,G
3100051519,9,B,G
3100051520,3,S,G
3100051521,5,B,G/V
3100051522,8,B,R
3100051523,9,B,G
3100051524,0,S,R/V
3100051525,5,B,G/V
3100051526,3,S,G
3100051527,3,S,G
3100051528,3,S,G
3100051529,1,S,G
3100051530,5,B,G/V
3100051531,5,B,G/V
3100051532,6,B,R
3100051533,9,B,G
3100051534,1,S,G
3100051535,2,S,R
3100051536,5,B,G/V
3100051537,1,S,G
3100051538,6,B,R
3100051539,4,S,R
3100051540,3,S,G
3100051541,1,S,G
3100051542,9,B,G
3100051543,7,B,G
3100051544,1,S,G
3100051545,4,S,R
3100051546,9,B,G
3100051547,8,B,R
3100051548,6,B,R
3100051549,9,B,G
3100051550,8,B,R
3100051551,8,B,R
3100051552,8,B,R
3100051553,0,S,R/V
3100051554,9,B,G
3100051555,4,S,R
3100051556,4,S,R
3100051557,8,B,R
3100051558,1,S,G
3100051559,6,B,R
3100051560,4,S,R
3100051561,3,S,G
3100051562,3,S,G
3100051563,0,S,R/V
3100051564,7,B,G
3100051565,3,S,G
3100051566,0,S,R/V
3100051567,5,B,G/V
3100051568,4,S,R
3100051569,3,S,G
3100051570,1,S,G
3100051571,1,S,G
3100051572,7,B,G
3100051573,1,S,G
3100051574,4,S,R
3100051575,5,B,G/V
3100051576,4,S,R
3100051577,3,S,G
3100051578,0,S,R/V
3100051579,1,S,G
3100051580,5,B,G/V
3100051581,5,B,G/V
3100051582,1,S,G
3100051583,6,B,R
3100051584,8,B,R
3100051585,8,B,R
3100051586,5,B,G/V
3100051587,4,S,R
3100051588,7,B,G
3100051589,9,B,G
3100051590,7,B,G
3100051591,2,S,R
3100051592,0,S,R/V
3100051593,4,S,R
3100051594,6,B,R
3100051595,5,B,G/V
3100051596,2,S,R
3100051597,9,B,G
3100051598,0,S,R/V
3100051599,3,S,G
3100051600,4,S,R
3100051601,6,B,R
3100051602,8,B,R
3100051603,5,B,G/V
3100051604,2,S,R
3100051605,6,B,R
3100051606,0,S,R/V
3100051607,4,S,R
3100051608,9,B,G
3100051609,3,S,G
3100051610,0,S,R/V
3100051611,4,S,R
3100051612,3,S,G
3100051613,7,B,G
3100051614,5,B,G/V
3100051615,4,S,R
3100051616,9,B,G
3100051617,4,S,R
3100051618,9,B,G
3100051619,2,S,R
3100051620,3,S,G
3100051621,7,B,G
3100051622,1,S,G
3100051623,0,S,R/V
3100051624,9,B,G
3100051625,5,B,G/V
3100051626,2,S,R
3100051627,9,B,G
3100051628,9,B,G
3100051629,1,S,G
3100051630,4,S,R
3100051631,8,B,R
3100051632,4,S,R
3100051633,8,B,R
3100051634,8,B,R
3100051635,9,B,G
3100051636,5,B,G/V
3100051637,7,B,G
3100051638,4,S,R
3100051639,5,B,G/V
3100051640,7,B,G
3100051641,3,S,G
3100051642,8,B,R
3100051643,3,S,G
3100051644,5,B,G/V
3100051645,8,B,R
3100051646,0,S,R/V
3100051647,8,B,R
3100051648,2,S,R
3100051649,0,S,R/V
3100051650,1,S,G
3100051651,6,B,R
3100051652,8,B,R
3100051653,7,B,G
3100051654,7,B,G
3100051655,9,B,G
3100051656,9,B,G
3100051657,5,B,G/V
3100051658,6,B,R
3100051659,5,B,G/V
3100051660,4,S,R
3100051661,7,B,G
3100051662,7,B,G
3100051663,5,B,G/V
3100051664,2,S,R
3100051665,3,S,G
3100051666,7,B,G
3100051667,5,B,G/V
3100051668,2,S,R
3100051669,9,B,G
3100051670,4,S,R
3100051671,3,S,G
3100051672,4,S,R
3100051673,2,S,R
3100051674,6,B,R
3100051675,3,S,G
3100051676,4,S,R
3100051677,4,S,R
3100051678,3,S,G
3100051679,7,B,G
3100051680,0,S,R/V
3100051681,9,B,G
3100051682,2,S,R
3100051683,9,B,G
3100051684,4,S,R
3100051685,2,S,R
3100051686,2,S,R
3100051687,8,B,R
3100051688,1,S,G
3100051689,4,S,R
3100051690,5,B,G/V
3100051691,7,B,G
3100051692,8,B,R
3100051693,5,B,G/V
3100051694,4,S,R
3100051695,7,B,G
3100051696,8,B,R
3100051697,1,S,G
3100051698,1,S,G
3100051699,7,B,G
3100051700,0,S,R/V
3100051701,8,B,R
3100051702,3,S,G
3100051703,1,S,G
3100051704,8,B,R
3100051705,8,B,R
3100051706,2,S,R
3100051707,8,B,R
3100051708,2,S,R
3100051709,9,B,G
3100051710,3,S,G
3100051711,3,S,G
3100051712,8,B,R
3100051713,4,S,R
3100051714,7,B,G
3100051715,0,S,R/V
3100051716,2,S,R
3100051717,2,S,R
3100051718,5,B,G/V
3100051719,1,S,G
3100051720,3,S,G
3100051721,4,S,R
3100051722,2,S,R
3100051723,0,S,R/V
3100051724,5,B,G/V
3100051725,4,S,R
3100051726,2,S,R
3100051727,1,S,G
3100051728,4,S,R
3100051729,4,S,R
3100051730,1,S,G
3100051731,7,B,G
3100051732,9,B,G
3100051733,1,S,G
3100051734,5,B,G/V
3100051735,0,S,R/V
3100051736,3,S,G
3100051737,9,B,G
3100051738,4,S,R
3100051739,6,B,R
3100051740,5,B,G/V
3100051741,6,B,R
3100051742,0,S,R/V
3100051743,5,B,G/V
3100051744,3,S,G
3100051745,1,S,G
3100051746,7,B,G
3100051747,5,B,G/V
3100051748,6,B,R
3100051749,1,S,G
3100051750,5,B,G/V
3100051751,5,B,G/V
3100051752,3,S,G
3100051753,3,S,G
3100051754,5,B,G/V
3100051755,9,B,G
3100051756,3,S,G
3100051757,6,B,R
3100051758,1,S,G
3100051759,1,S,G
3100051760,1,S,G
3100051761,8,B,R
3100051762,8,B,R
3100051763,0,S,R/V
3100051764,3,S,G
3100051765,7,B,G
3100051766,4,S,R
3100051767,8,B,R
3100051768,5,B,G/V
3100051769,8,B,R
3100051770,7,B,G
3100051771,0,S,R/V
3100051772,4,S,R
3100051773,7,B,G
3100051774,2,S,R
3100051775,8,B,R
3100051776,9,B,G
3100051777,0,S,R/V
3100051778,1,S,G
3100051779,4,S,R
3100051780,8,B,R
3100051781,5,B,G/V
3100051782,4,S,R
3100051783,7,B,G
3100051784,8,B,R
3100051785,8,B,R
3100051786,7,B,G
3100051787,8,B,R
3100051788,5,B,G/V
3100051789,7,B,G
3100051790,3,S,G
3100051791,6,B,R
3100051792,2,S,R
3100051793,0,S,R/V
3100051794,0,S,R/V
3100051795,5,B,G/V
3100051796,7,B,G
3100051797,8,B,R
3100051798,2,S,R
3100051799,8,B,R
3100051800,6,B,R
3100051801,2,S,R
3100051802,1,S,G
3100051803,2,S,R
3100051804,5,B,G/V
3100051805,9,B,G
3100051806,3,S,G
3100051807,3,S,G
3100051808,3,S,G
3100051809,3,S,G
3100051810,7,B,G
3100051811,0,S,R/V
3100051812,8,B,R
3100051813,2,S,R
3100051814,6,B,R
3100051815,0,S,R/V
3100051816,4,S,R
3100051817,8,B,R
3100051818,5,B,G/V
3100051819,8,B,R
3100051820,4,S,R
3100051821,4,S,R
3100051822,1,S,G
3100051823,5,B,G/V
3100051824,5,B,G/V
3100051825,2,S,R
3100051826,0,S,R/V
3100051827,9,B,G
3100051828,8,B,R
3100051829,4,S,R
3100051830,6,B,R
3100051831,6,B,R
3100051832,0,S,R/V
3100051833,8,B,R
3100051834,4,S,R
3100051835,9,B,G
3100051836,5,B,G/V
3100051837,2,S,R
3100051838,7,B,G
3100051839,0,S,R/V
3100051840,7,B,G
3100051841,2,S,R
3100051842,9,B,G
3100051843,0,S,R/V
3100051844,1,S,G
3100051845,5,B,G/V
3100051846,7,B,G
3100051847,8,B,R
3100051848,1,S,G
3100051849,4,S,R
3100051850,0,S,R/V
3100051851,1,S,G
3100051852,3,S,G
3100051853,6,B,R
3100051854,0,S,R/V
3100051855,8,B,R
3100051856,0,S,R/V
3100051857,0,S,R/V
3100051858,3,S,G
3100051859,1,S,G
3100051860,4,S,R
3100051861,2,S,R
3100051862,2,S,R
3100051863,6,B,R
3100051864,9,B,G
3100051865,4,S,R
3100051866,3,S,G
3100051867,2,S,R
3100051868,4,S,R
3100051869,2,S,R
3100051870,5,B,G/V
3100051871,4,S,R
3100051872,4,S,R
3100051873,1,S,G
3100051874,1,S,G
3100051875,4,S,R
3100051876,0,S,R/V
3100051877,8,B,R
3100051878,2,S,R
3100051879,5,B,G/V
3100051880,9,B,G
3100051881,3,S,G
3100051882,3,S,G
3100051883,2,S,R
3100051884,0,S,R/V
3100051885,9,B,G
3100051886,5,B,G/V
3100051887,8,B,R
3100051888,7,B,G
3100051889,2,S,R
3100051890,9,B,G
3100051891,8,B,R
3100051892,4,S,R
3100051893,2,S,R
3100051894,1,S,G
3100051895,4,S,R
3100051896,9,B,G
3100051897,9,B,G
3100051898,5,B,G/V
3100051899,0,S,R/V
3100051900,0,S,R/V
3100051901,2,S,R
3100051902,2,S,R
3100051903,3,S,G
3100051904,1,S,G
3100051905,6,B,R
3100051906,2,S,R
3100051907,9,B,G
3100051908,6,B,R
3100051909,0,S,R/V
3100051910,8,B,R
3100051911,8,B,R
3100051912,7,B,G
3100051913,6,B,R
3100051914,5,B,G/V
3100051915,6,B,R
3100051916,7,B,G
3100051917,5,B,G/V
3100051918,8,B,R
3100051919,8,B,R
3100051920,2,S,R
3100051921,7,B,G
3100051922,4,S,R
3100051923,4,S,R
3100051924,7,B,G
3100051925,8,B,R
3100051926,5,B,G/V
3100051927,8,B,R
3100051928,7,B,G
3100051929,5,B,G/V
3100051930,4,S,R
3100051931,4,S,R
3100051932,8,B,R
3100051933,6,B,R
3100051934,4,S,R
3100051935,0,S,R/V
3100051936,8,B,R
3100051937,5,B,G/V
3100051938,4,S,R
3100051939,8,B,R
3100051940,9,B,G
3100051941,5,B,G/V
3100051942,1,S,G
3100051943,5,B,G/V
3100051944,4,S,R
3100051945,4,S,R
3100051946,2,S,R
3100051947,7,B,G
3100051948,8,B,R
3100051949,8,B,R
3100051950,4,S,R
3100051951,9,B,G
3100051952,0,S,R/V
3100051953,3,S,G
3100051954,7,B,G
3100051955,1,S,G
3100051956,2,S,R
3100051957,9,B,G
3100051958,2,S,R
3100051959,9,B,G
3100051960,8,B,R
3100051961,9,B,G
3100051962,0,S,R/V
3100051963,1,S,G
3100051964,5,B,G/V
3100051965,9,B,G
3100051966,8,B,R
3100051967,9,B,G
3100051968,5,B,G/V
3100051969,3,S,G
3100051970,4,S,R
3100051971,9,B,G
3100051972,6,B,R
3100051973,5,B,G/V
3100051974,4,S,R
3100051975,1,S,G
3100051976,7,B,G
3100051977,2,S,R
3100051978,8,B,R
3100051979,6,B,R
3100051980,1,S,G
3100051981,4,S,R
3100051982,2,S,R
3100051983,7,B,G
3100051984,7,B,G
3100051985,1,S,G
3100051986,8,B,R
3100051987,7,B,G
3100051988,4,S,R
3100051989,3,S,G
3100051990,0,S,R/V
3100051991,5,B,G/V
3100051992,9,B,G
3100051993,1,S,G
3100051994,2,S,R
3100051995,1,S,G
3100051996,0,S,R/V
3100051997,0,S,R/V
3100051998,2,S,R
3100051999,2,S,R
3100052000,7,B,G
3100052001,7,B,G
3100052002,5,B,G/V
3100052003,0,S,R/V
3100052004,0,S,R/V
3100052005,6,B,R
3100052006,4,S,R
3100052007,6,B,R
3100052008,3,S,G
3100052009,2,S,R
3100052010,9,B,G
3100052011,4,S,R
3100052012,1,S,G
3100052013,2,S,R
3100052014,7,B,G
3100052015,5,B,G/V
3100052016,1,S,G
3100052017,1,S,G
3100052018,0,S,R/V
3100052019,2,S,R
3100052020,0,S,R/V
3100052021,6,B,R
3100052022,4,S,R
3100052023,8,B,R
3100052024,4,S,R
3100052025,0,S,R/V
3100052026,4,S,R
3100052027,3,S,G
3100052028,0,S,R/V
3100052029,0,S,R/V
3100052030,6,B,R
3100052031,3,S,G
3100052032,7,B,G
3100052033,8,B,R
3100052034,0,S,R/V
3100052035,3,S,G
3100052036,2,S,R
3100052037,4,S,R
3100052038,3,S,G
3100052039,8,B,R
3100052040,4,S,R
3100052041,3,S,G
3100052042,5,B,G/V
3100052043,1,S,G
3100052044,4,S,R
3100052045,1,S,G
3100052046,2,S,R
3100052047,7,B,G
3100052048,9,B,G
3100052049,6,B,R
3100052050,3,S,G
3100052051,1,S,G
3100052052,6,B,R
3100052053,3,S,G
3100052054,9,B,G
3100052055,2,S,R
3100052056,4,S,R
3100052057,3,S,G
3100052058,1,S,G
3100052059,5,B,G/V
3100052060,6,B,R
3100052061,5,B,G/V
3100052062,1,S,G
3100052063,7,B,G
3100052064,1,S,G
3100052065,7,B,G
3100052066,8,B,R
3100052067,3,S,G
3100052068,2,S,R
3100052069,1,S,G
3100052070,7,B,G
3100052071,5,B,G/V
3100052072,0,S,R/V
3100052073,6,B,R
3100052074,4,S,R
3100052075,4,S,R
3100052076,7,B,G
3100052077,4,S,R
3100052078,9,B,G
3100052079,1,S,G
3100052080,9,B,G
3100052081,6,B,R
3100052082,5,B,G/V
3100052083,1,S,G
3100052084,4,S,R
3100052085,9,B,G
3100052086,0,S,R/V
3100052087,7,B,G
3100052088,4,S,R
3100052089,9,B,G
3100052090,2,S,R
3100052091,5,B,G/V
3100052092,8,B,R
3100052093,2,S,R
3100052094,5,B,G/V
3100052095,2,S,R
3100052096,4,S,R
3100052097,1,S,G
3100052098,1,S,G
3100052099,7,B,G
3100052100,8,B,R
3100052101,2,S,R
3100052102,6,B,R
3100052103,3,S,G
3100052104,8,B,R
3100052105,9,B,G
3100052106,8,B,R
3100052107,4,S,R
3100052108,5,B,G/V
3100052109,0,S,R/V
3100052110,4,S,R
3100052111,7,B,G
3100052112,8,B,R
3100052113,4,S,R
3100052114,3,S,G
3100052115,2,S,R
3100052116,3,S,G
3100052117,0,S,R/V
3100052118,7,B,G
3100052119,8,B,R
3100052120,4,S,R
3100052121,9,B,G
3100052122,0,S,R/V
3100052123,0,S,R/V
3100052124,8,B,R
3100052125,2,S,R
3100052126,9,B,G
3100052127,2,S,R
3100052128,5,B,G/V
3100052129,6,B,R
3100052130,6,B,R
3100052131,0,S,R/V
3100052132,5,B,G/V
3100052133,5,B,G/V
3100052134,3,S,G
3100052135,2,S,R
3100052136,5,B,G/V
3100052137,0,S,R/V
3100052138,6,B,R
3100052139,5,B,G/V
3100052140,9,B,G
3100052141,5,B,G/V
3100052142,8,B,R
3100052143,5,B,G/V
3100052144,2,S,R
3100052145,6,B,R
3100052146,5,B,G/V
3100052147,6,B,R
3100052148,0,S,R/V
3100052149,4,S,R
3100052150,7,B,G
3100052151,9,B,G
3100052152,0,S,R/V
3100052153,3,S,G
3100052154,1,S,G
3100052155,7,B,G
3100052156,0,S,R/V
3100052157,5,B,G/V
3100052158,6,B,R
3100052159,9,B,G
3100052160,6,B,R
3100052161,4,S,R
3100052162,5,B,G/V
3100052163,4,S,R
3100052164,3,S,G
3100052165,4,S,R
3100052166,5,B,G/V
3100052167,2,S,R
3100052168,0,S,R/V
3100052169,4,S,R
3100052170,3,S,G
3100052171,0,S,R/V
3100052172,7,B,G
3100052173,0,S,R/V
3100052174,3,S,G
3100052175,1,S,G
3100052176,6,B,R
3100052177,2,S,R
3100052178,0,S,R/V
3100052179,9,B,G
3100052180,7,B,G
3100052181,9,B,G
3100052182,9,B,G
3100052183,3,S,G
3100052184,1,S,G
3100052185,1,S,G
3100052186,4,S,R
3100052187,1,S,G
3100052188,1,S,G
3100052189,6,B,R
3100052190,6,B,R
3100052191,3,S,G
3100052192,0,S,R/V
3100052193,6,B,R
3100052194,8,B,R
3100052195,2,S,R
3100052196,4,S,R
3100052197,6,B,R
3100052198,0,S,R/V
3100052199,7,B,G
3100052200,6,B,R
3100052201,5,B,G/V
3100052202,1,S,G
3100052203,6,B,R
3100052204,1,S,G
3100052205,0,S,R/V
3100052206,9,B,G
3100052207,2,S,R
3100052208,0,S,R/V
3100052209,2,S,R
3100052210,2,S,R
3100052211,4,S,R
3100052212,4,S,R
3100052213,1,S,G
3100052214,4,S,R
3100052215,8,B,R
3100052216,0,S,R/V
3100052217,9,B,G
3100052218,3,S,G
3100052219,2,S,R
3100052220,0,S,R/V
3100052221,5,B,G/V
3100052222,1,S,G
3100052223,6,B,R
3100052224,1,S,G
3100052225,3,S,G
3100052226,2,S,R
3100052227,6,B,R
3100052228,5,B,G/V
3100052229,8,B,R
3100052230,2,S,R
3100052231,6,B,R
3100052232,9,B,G
3100052233,8,B,R
3100052234,1,S,G
3100052235,9,B,G
3100052236,5,B,G/V
3100052237,6,B,R
3100052238,1,S,G
3100052239,0,S,R/V
3100052240,9,B,G
3100052241,8,B,R
3100052242,6,B,R
3100052243,9,B,G
3100052244,4,S,R
3100052245,5,B,G/V
3100052246,4,S,R
3100052247,3,S,G
3100052248,7,B,G
3100052249,3,S,G
3100052250,7,B,G
3100052251,0,S,R/V
3100052252,1,S,G
3100052253,7,B,G
3100052254,2,S,R
3100052255,3,S,G
3100052256,9,B,G
3100052257,8,B,R
3100052258,2,S,R
3100052259,4,S,R
3100052260,0,S,R/V
3100052261,4,S,R
3100052262,3,S,G
3100052263,6,B,R
3100052264,0,S,R/V
3100052265,8,B,R
3100052266,7,B,G
3100052267,8,B,R
3100052268,8,B,R
3100052269,3,S,G
3100052270,4,S,R
3100052271,5,B,G/V
3100052272,9,B,G
3100052273,3,S,G
3100052274,5,B,G/V
3100052275,5,B,G/V
3100052276,5,B,G/V
3100052277,1,S,G
3100052278,0,S,R/V
3100052279,3,S,G
3100052280,5,B,G/V
3100052281,6,B,R
3100052282,2,S,R
3100052283,8,B,R
3100052284,2,S,R
3100052285,2,S,R
3100052286,2,S,R
3100052287,3,S,G
3100052288,5,B,G/V
3100052289,2,S,R
3100052290,2,S,R
3100052291,3,S,G
3100052292,0,S,R/V
3100052293,8,B,R
3100052294,4,S,R
3100052295,9,B,G
3100052296,1,S,G
3100052297,2,S,R
3100052298,6,B,R
3100052299,8,B,R
3100052300,0,S,R/V
3100052301,0,S,R/V
3100052302,1,S,G
3100052303,6,B,R
3100052304,1,S,G
3100052305,9,B,G
3100052306,2,S,R
3100052307,0,S,R/V
3100052308,6,B,R
3100052309,1,S,G
3100052310,7,B,G
3100052311,1,S,G
3100052312,8,B,R
3100052313,5,B,G/V
3100052314,3,S,G
3100052315,4,S,R
3100052316,8,B,R
3100052317,5,B,G/V
3100052318,2,S,R
3100052319,9,B,G
3100052320,5,B,G/V
3100052321,6,B,R
3100052322,0,S,R/V
3100052323,4,S,R
3100052324,2,S,R
3100052325,3,S,G
3100052326,7,B,G
3100052327,8,B,R
3100052328,8,B,R
3100052329,2,S,R
3100052330,1,S,G
3100052331,4,S,R
3100052332,9,B,G
3100052333,0,S,R/V
3100052334,9,B,G
3100052335,7,B,G
3100052336,0,S,R/V
3100052337,2,S,R
3100052338,3,S,G
3100052339,5,B,G/V
3100052340,9,B,G
3100052341,6,B,R
3100052342,2,S,R
3100052343,1,S,G
3100052344,8,B,R
3100052345,4,S,R
3100052346,2,S,R
3100052347,7,B,G
3100052348,9,B,G
3100052349,7,B,G
3100052350,9,B,G
3100052351,6,B,R
3100052352,7,B,G
3100052353,3,S,G
3100052354,6,B,R
3100052355,5,B,G/V
3100052356,5,B,G/V
3100052357,6,B,R
3100052358,5,B,G/V
3100052359,7,B,G
3100052360,7,B,G
3100052361,9,B,G
3100052362,5,B,G/V
3100052363,5,B,G/V
3100052364,9,B,G
3100052365,9,B,G
3100052366,8,B,R
3100052367,7,B,G
3100052368,1,S,G
3100052369,6,B,R
3100052370,4,S,R
3100052371,9,B,G
3100052372,0,S,R/V
3100052373,9,B,G
3100052374,0,S,R/V
3100052375,6,B,R
3100052376,0,S,R/V
3100052377,7,B,G
3100052378,2,S,R
3100052379,4,S,R
3100052380,2,S,R
3100052381,8,B,R
3100052382,0,S,R/V
3100052383,9,B,G
3100052384,9,B,G
3100052385,5,B,G/V
3100052386,8,B,R
3100052387,8,B,R
3100052388,4,S,R
3100052389,1,S,G
3100052390,8,B,R
3100052391,3,S,G
3100052392,7,B,G
3100052393,1,S,G
3100052394,9,B,G
3100052395,5,B,G/V
3100052396,5,B,G/V
3100052397,2,S,R
3100052398,2,S,R
3100052399,1,S,G
3100052400,8,B,R
3100052401,8,B,R
3100052402,6,B,R
3100052403,1,S,G
3100052404,8,B,R
3100052405,4,S,R
3100052406,7,B,G
3100052407,2,S,R
3100052408,0,S,R/V
3100052409,2,S,R
3100052410,4,S,R
3100052411,3,S,G
3100052412,7,B,G
3100052413,4,S,R
3100052414,6,B,R
3100052415,6,B,R
3100052416,9,B,G
3100052417,5,B,G/V
3100052418,8,B,R
3100052419,0,S,R/V
3100052420,9,B,G
3100052421,6,B,R
3100052422,1,S,G
3100052423,0,S,R/V
3100052424,2,S,R
3100052425,9,B,G
3100052426,0,S,R/V
3100052427,5,B,G/V
3100052428,6,B,R
3100052429,8,B,R
3100052430,6,B,R
