Ser No,0 to 9,B/S,R/G
17100051284,7,B,G
17100051285,5,B,G
17100051286,0,S,R
17100051287,8,B,R
17100051288,5,B,G
17100051289,7,B,G
17100051290,8,B,R
17100051291,6,B,R
17100051292,6,B,R
17100051293,8,B,R
17100051294,1,S,G
17100051295,3,S,G
17100051296,1,S,G
17100051297,7,B,G
17100051298,7,B,G
17100051299,3,S,G
17100051300,5,B,G
17100051301,1,S,G
17100051302,6,B,R
17100051303,8,B,R
17100051304,3,S,G
17100051305,6,B,R
17100051306,9,B,G
17100051307,8,B,R
17100051308,2,S,R
17100051309,7,B,G
17100051310,2,S,R
17100051311,2,S,R
17100051312,1,S,G
17100051313,6,B,R
17100051314,5,B,G
17100051315,6,B,R
17100051316,4,S,R
17100051317,6,B,R
17100051318,0,S,R
17100051319,4,S,R
17100051320,3,S,G
17100051321,9,B,G
17100051322,9,B,G
17100051323,7,B,G
17100051324,7,B,G
17100051325,8,B,R
17100051326,6,B,R
17100051327,8,B,R
17100051328,7,B,G
17100051329,6,B,R
17100051330,4,S,R
17100051331,9,B,G
17100051332,1,S,G
17100051333,5,B,G
17100051334,6,B,R
17100051335,7,B,G
17100051336,0,S,R
17100051337,3,S,G
17100051338,4,S,R
17100051339,6,B,R
17100051340,6,B,R
17100051341,6,B,R
17100051342,7,B,G
17100051343,9,B,G
17100051344,1,S,G
17100051345,8,B,R
17100051346,0,S,R
17100051347,0,S,R
17100051348,6,B,R
17100051349,6,B,R
17100051350,8,B,R
17100051351,3,S,G
17100051352,0,S,R
17100051353,1,S,G
17100051354,6,B,R
17100051355,0,S,R
17100051356,8,B,R
17100051357,7,B,G
17100051358,8,B,R
17100051359,0,S,R
17100051360,1,S,G
17100051361,7,B,G
17100051362,0,S,R
17100051363,2,S,R
17100051364,8,B,R
17100051365,9,B,G
17100051366,1,S,G
17100051367,2,S,R
17100051368,0,S,R
17100051369,8,B,R
17100051370,0,S,R
17100051371,2,S,R
17100051372,7,B,G
17100051373,3,S,G
17100051374,7,B,G
17100051375,4,S,R
17100051376,5,B,G
17100051377,2,S,R
17100051378,4,S,R
17100051379,3,S,G
17100051380,3,S,G
17100051381,6,B,R
17100051382,4,S,R
17100051383,1,S,G
17100051384,6,B,R
17100051385,9,B,G
17100051386,0,S,R
17100051387,1,S,G
17100051388,1,S,G
17100051389,8,B,R
17100051390,7,B,G
17100051391,2,S,R
17100051392,5,B,G
17100051393,9,B,G
17100051394,9,B,G
17100051443,6,B,R
17100051444,6,B,R
17100051445,2,S,R
17100051446,8,B,R
17100051447,2,S,R
17100051448,6,B,R
17100051449,7,B,G
17100051450,6,B,R
17100051451,4,S,R
17100051452,5,B,G
17100051453,2,S,R
17100051454,6,B,R
17100051455,0,S,R
17100051456,4,S,R
17100051457,4,S,R
17100051458,3,S,G
17100051459,5,B,G
17100051460,5,B,G
17100051461,2,S,R
17100051462,4,S,R
17100051463,2,S,R
17100051464,5,B,G
17100051465,2,S,R
17100051466,5,B,G
17100051467,6,B,R
17100051468,0,S,R
17100051469,2,S,R
17100051470,3,S,G
17100051471,9,B,G
17100051472,2,S,R
17100051473,0,S,R
17100051474,0,S,R
17100051475,8,B,R
17100051476,1,S,G
17100051477,6,B,R
17100051478,9,B,G
17100051479,6,B,R
17100051480,8,B,R
17100051481,4,S,R
17100051482,5,B,G
17100051483,4,S,R
17100051484,6,B,R
17100051485,8,B,R
17100051486,6,B,R
17100051487,2,S,R
17100051488,5,B,G
17100051489,9,B,G
17100051490,4,S,R
17100051491,4,S,R
17100051492,9,B,G
17100051493,3,S,G
17100051494,9,B,G
17100051495,5,B,G
17100051496,6,B,R
17100051497,4,S,R
17100051498,5,B,G
17100051499,7,B,G
17100051500,2,S,R
17100051501,4,S,R
17100051502,6,B,R
17100051503,3,S,G
17100051504,3,S,G
17100051505,0,S,R
17100051506,9,B,G
17100051507,5,B,G
17100051508,0,S,R
17100051509,5,B,G
17100051510,5,B,G
17100051511,5,B,G
17100051512,7,B,G
17100051513,4,S,R
17100051514,7,B,G
17100051515,3,S,G
17100051516,4,S,R
17100051517,5,B,G
17100051518,3,S,G
17100051519,8,B,R
17100051520,1,S,G
17100051521,5,B,G
17100051522,8,B,R
17100051523,9,B,G
17100051524,7,B,G
17100051525,5,B,G
17100051526,1,S,G
17100051527,3,S,G
17100051528,7,B,G
17100051529,6,B,R
17100051530,7,B,G
17100051531,8,B,R
17100051532,7,B,G
17100051533,3,S,G
17100051534,0,S,R
17100051535,9,B,G
17100051536,5,B,G
17100051537,0,S,R
17100051538,9,B,G
17100051539,2,S,R
17100051540,3,S,G
17100051541,3,S,G
17100051542,9,B,G
17100051543,4,S,R
17100051544,5,B,G
17100051545,0,S,R
17100051546,0,S,R
17100051547,1,S,G
17100051548,0,S,R
17100051549,9,B,G
17100051550,5,B,G
17100051551,7,B,G
17100051552,9,B,G
17100051553,3,S,G
17100051554,5,B,G
17100051555,3,S,G
17100051556,2,S,R
17100051557,3,S,G
17100051558,9,B,G
17100051559,2,S,R
17100051560,9,B,G
17100051561,3,S,G
17100051562,8,B,R
17100051563,2,S,R
17100051564,1,S,G
17100051565,0,S,R
17100051566,9,B,G
17100051567,1,S,G
17100051568,9,B,G
17100051569,1,S,G
17100051570,1,S,G
17100051571,1,S,G
17100051572,4,S,R
17100051573,2,S,R
17100051574,1,S,G
17100051575,0,S,R
17100051576,3,S,G
17100051577,3,S,G
17100051578,5,B,G
17100051579,2,S,R
17100051580,5,B,G
17100051581,1,S,G
17100051582,9,B,G
17100051583,3,S,G
17100051584,7,B,G
17100051585,9,B,G
17100051586,5,B,G
17100051587,0,S,R
17100051588,2,S,R
17100051589,7,B,G
17100051590,4,S,R
17100051591,7,B,G
17100051592,5,B,G
17100051593,8,B,R
17100051594,1,S,G
17100051595,2,S,R
17100051596,0,S,R
17100051597,7,B,G
17100051598,0,S,R
17100051599,9,B,G
17100051600,3,S,G
17100051601,2,S,R
17100051602,3,S,G
17100051603,8,B,R
17100051604,7,B,G
17100051605,8,B,R
17100051606,4,S,R
17100051607,7,B,G
17100051608,0,S,R
17100051609,2,S,R
17100051610,2,S,R
17100051611,6,B,R
17100051612,5,B,G
17100051613,8,B,R
17100051614,0,S,R
17100051615,5,B,G
17100051616,8,B,R
17100051617,2,S,R
17100051618,8,B,R
17100051619,1,S,G
17100051620,5,B,G
17100051621,7,B,G
17100051622,8,B,R
17100051623,2,S,R
17100051624,5,B,G
17100051625,1,S,G
17100051626,8,B,R
17100051627,2,S,R
17100051628,7,B,G
17100051629,2,S,R
17100051630,5,B,G
17100051631,6,B,R
17100051632,1,S,G
17100051633,8,B,R
17100051634,8,B,R
17100051635,5,B,G
17100051636,2,S,R
17100051637,5,B,G
17100051638,6,B,R
17100051639,6,B,R
17100051640,0,S,R
17100051641,8,B,R
17100051642,7,B,G
17100051643,3,S,G
17100051644,4,S,R
17100051645,2,S,R
17100051646,7,B,G
17100051647,6,B,R
17100051648,7,B,G
17100051649,0,S,R
17100051650,7,B,G
17100051651,7,B,G
17100051652,0,S,R
17100051653,0,S,R
17100051654,3,S,G
17100051655,0,S,R
17100051656,1,S,G
17100051657,8,B,R
17100051658,2,S,R
17100051659,3,S,G
17100051660,9,B,G
17100051661,4,S,R
17100051662,2,S,R
17100051663,6,B,R
17100051664,6,B,R
17100051665,8,B,R
17100051666,1,S,G
17100051667,1,S,G
17100051668,9,B,G
17100051669,1,S,G
17100051670,9,B,G
17100051671,6,B,R
17100051672,1,S,G
17100051673,3,S,G
17100051674,2,S,R
17100051675,4,S,R
17100051676,1,S,G
17100051677,1,S,G
17100051678,5,B,G
17100051679,7,B,G
17100051680,4,S,R
17100051681,6,B,R
17100051682,6,B,R
17100051683,6,B,R
17100051684,7,B,G
17100051685,3,S,G
17100051686,8,B,R
17100051687,7,B,G
17100051688,1,S,G
17100051689,1,S,G
17100051690,2,S,R
17100051691,7,B,G
17100051692,6,B,R
17100051693,2,S,R
17100051694,0,S,R
17100051695,1,S,G
17100051696,3,S,G
17100051697,5,B,G
17100051698,8,B,R
17100051699,6,B,R
17100051700,7,B,G
17100051701,5,B,G
17100051702,6,B,R
17100051703,0,S,R
17100051704,8,B,R
17100051705,7,B,G
17100051706,6,B,R
17100051707,5,B,G
17100051708,2,S,R
17100051709,5,B,G
17100051710,7,B,G
17100051711,7,B,G
17100051712,9,B,G
17100051713,3,S,G
17100051714,4,S,R
17100051715,5,B,G
17100051716,0,S,R
17100051717,7,B,G
17100051718,1,S,G
17100051719,9,B,G
17100051720,8,B,R
17100051721,2,S,R
17100051722,1,S,G
17100051723,7,B,G
17100051724,9,B,G
17100051725,1,S,G
17100051726,0,S,R
17100051727,3,S,G
17100051728,6,B,R
17100051729,4,S,R
17100051730,6,B,R
17100051731,0,S,R
17100051732,3,S,G
17100051733,0,S,R
17100051734,2,S,R
17100051735,2,S,R
17100051736,1,S,G
17100051737,4,S,R
17100051738,8,B,R
17100051739,2,S,R
17100051740,1,S,G
17100051741,9,B,G
17100051742,7,B,G
17100051743,6,B,R
17100051744,4,S,R
17100051745,5,B,G
17100051746,1,S,G
17100051747,5,B,G
17100051748,3,S,G
17100051749,8,B,R
17100051750,5,B,G
17100051751,2,S,R
17100051752,4,S,R
17100051753,3,S,G
17100051754,7,B,G
17100051755,4,S,R
17100051756,2,S,R
17100051757,2,S,R
17100051758,1,S,G
17100051759,0,S,R
17100051760,9,B,G
17100051761,5,B,G
17100051762,5,B,G
17100051763,5,B,G
17100051764,4,S,R
17100051765,1,S,G
17100051766,0,S,R
17100051767,9,B,G
17100051768,2,S,R
17100051769,1,S,G
17100051770,7,B,G
17100051771,1,S,G
17100051772,9,B,G
17100051773,2,S,R
17100051774,3,S,G
17100051775,6,B,R
17100051776,7,B,G
17100051777,9,B,G
17100051778,8,B,R
17100051779,1,S,G
17100051780,4,S,R
17100051781,3,S,G
17100051782,6,B,R
17100051783,2,S,R
17100051784,6,B,R
17100051785,9,B,G
17100051786,2,S,R
17100051787,8,B,R
17100051788,2,S,R
17100051789,8,B,R
17100051790,6,B,R
17100051791,6,B,R
17100051792,0,S,R
17100051793,5,B,G
17100051794,3,S,G
17100051795,3,S,G
17100051796,6,B,R
17100051797,3,S,G
17100051798,6,B,R
17100051799,2,S,R
17100051800,6,B,R
17100051801,3,S,G
17100051802,9,B,G
17100051803,0,S,R
17100051804,7,B,G
17100051805,9,B,G
17100051806,4,S,R
17100051807,0,S,R
17100051808,5,B,G
17100051809,9,B,G
17100051810,2,S,R
17100051811,5,B,G
17100051812,5,B,G
17100051813,1,S,G
17100051814,1,S,G
17100051815,4,S,R
17100051816,9,B,G
17100051817,6,B,R
17100051818,4,S,R
17100051819,0,S,R
17100051820,4,S,R
17100051821,5,B,G
17100051822,2,S,R
17100051823,2,S,R
17100051824,0,S,R
17100051825,1,S,G
17100051826,9,B,G
17100051827,8,B,R
17100051828,8,B,R
17100051829,5,B,G
17100051830,7,B,G
17100051831,0,S,R
17100051832,1,S,G
17100051833,8,B,R
17100051834,5,B,G
17100051835,5,B,G
17100051836,4,S,R
17100051837,4,S,R
17100051838,2,S,R
17100051839,0,S,R
17100051840,3,S,G
17100051841,0,S,R
17100051842,6,B,R
17100051843,2,S,R
17100051844,4,S,R
17100051845,0,S,R
17100051846,6,B,R
17100051847,0,S,R
17100051848,4,S,R
17100051849,6,B,R
17100051850,0,S,R
17100051851,0,S,R
17100051852,7,B,G
17100051853,6,B,R
17100051854,8,B,R
17100051855,6,B,R
17100051856,0,S,R
17100051857,2,S,R
17100051858,8,B,R
17100051859,4,S,R
17100051860,0,S,R
17100051861,8,B,R
17100051862,2,S,R
17100051863,6,B,R
17100051864,5,B,G
17100051865,0,S,R
17100051866,0,S,R
17100051867,0,S,R
17100051868,8,B,R
17100051869,9,B,G
17100051870,1,S,G
17100051871,6,B,R
17100051872,8,B,R
17100051873,5,B,G
17100051874,8,B,R
17100051875,5,B,G
17100051876,1,S,G
17100051877,5,B,G
17100051878,1,S,G
17100051879,4,S,R
17100051880,8,B,R
17100051881,5,B,G
17100051882,2,S,R
17100051883,3,S,G
17100051884,7,B,G
17100051885,9,B,G
17100051886,9,B,G
17100051887,5,B,G
17100051888,5,B,G
17100051889,8,B,R
17100051890,6,B,R
17100051891,8,B,R
17100051892,8,B,R
17100051893,9,B,G
17100051894,9,B,G
17100051895,3,S,G
17100051896,9,B,G
17100051897,6,B,R
17100051898,8,B,R
17100051899,7,B,G
17100051900,8,B,R
17100051901,6,B,R
17100051902,1,S,G
17100051903,7,B,G
17100051904,1,S,G
17100051905,1,S,G
17100051906,9,B,G
17100051907,9,B,G
17100051908,5,B,G
17100051909,6,B,R
17100051910,4,S,R
17100051911,6,B,R
17100051912,4,S,R
17100051913,7,B,G
17100051914,8,B,R
17100051915,4,S,R
17100051916,8,B,R
17100051917,6,B,R
17100051918,6,B,R
17100051919,5,B,G
17100051920,1,S,G
17100051921,6,B,R
17100051922,4,S,R
17100051923,7,B,G
17100051924,3,S,G
17100051925,9,B,G
17100051926,3,S,G
17100051927,4,S,R
17100051928,9,B,G
17100051929,5,B,G
17100051930,1,S,G
17100051931,7,B,G
17100051932,7,B,G
17100051933,7,B,G
17100051934,2,S,R
17100051935,4,S,R
17100051936,2,S,R
17100051937,0,S,R
17100051938,6,B,R
17100051939,1,S,G
17100051940,6,B,R
17100051941,0,S,R
17100051942,8,B,R
17100051943,5,B,G
17100051944,5,B,G
17100051945,9,B,G
17100051946,2,S,R
17100051947,5,B,G
17100051948,3,S,G
17100051949,1,S,G
17100051950,0,S,R
17100051951,6,B,R
17100051952,8,B,R
17100051953,7,B,G
17100051954,2,S,R
17100051955,3,S,G
17100051956,4,S,R
17100051957,8,B,R
17100051958,1,S,G
17100051959,3,S,G
17100051960,9,B,G
17100051961,8,B,R
17100051962,0,S,R
17100051963,5,B,G
17100051964,8,B,R
17100051965,7,B,G
17100051966,7,B,G
17100051967,2,S,R
17100051968,5,B,G
17100051969,9,B,G
17100051970,4,S,R
17100051971,4,S,R
17100051972,8,B,R
17100051973,3,S,G
17100051974,0,S,R
17100051975,4,S,R
17100051976,7,B,G
17100051977,2,S,R
17100051978,4,S,R
17100051979,0,S,R
17100051980,4,S,R
17100051981,1,S,G
17100051982,0,S,R
17100051983,8,B,R
17100051984,0,S,R
17100051985,8,B,R
17100051986,3,S,G
17100051987,0,S,R
17100051988,1,S,G
17100051989,9,B,G
17100051990,5,B,G
17100051991,1,S,G
17100051992,9,B,G
17100051993,0,S,R
17100051994,6,B,R
17100051995,7,B,G
17100051996,9,B,G
17100051997,6,B,R
17100051998,9,B,G
17100051999,1,S,G
17100052000,8,B,R
17100052001,5,B,G
17100052002,7,B,G
17100052003,4,S,R
17100052004,7,B,G
17100052005,1,S,G
17100052006,1,S,G
17100052007,8,B,R
17100052008,5,B,G
17100052009,8,B,R
17100052010,0,S,R
17100052011,3,S,G
17100052012,0,S,R
17100052013,4,S,R
17100052014,5,B,G
17100052015,1,S,G
17100052016,1,S,G
17100052017,6,B,R
17100052018,1,S,G
17100052019,0,S,R
17100052020,7,B,G
17100052021,9,B,G
17100052022,8,B,R
17100052023,2,S,R
17100052024,6,B,R
17100052025,9,B,G
17100052026,5,B,G
17100052027,6,B,R
17100052028,1,S,G
17100052029,4,S,R
17100052030,2,S,R
17100052031,2,S,R
17100052032,4,S,R
17100052033,9,B,G
17100052034,7,B,G
17100052035,0,S,R
17100052036,1,S,G
17100052037,3,S,G
17100052038,4,S,R
17100052039,2,S,R
17100052040,6,B,R
17100052041,2,S,R
17100052042,5,B,G
17100052043,6,B,R
17100052044,6,B,R
17100052045,7,B,G
17100052046,2,S,R
17100052047,1,S,G
17100052048,1,S,G
17100052049,4,S,R
17100052050,5,B,G
17100052051,8,B,R
17100052052,7,B,G
17100052053,4,S,R
17100052054,4,S,R
17100052055,7,B,G
17100052056,5,B,G
17100052057,1,S,G
17100052058,5,B,G
17100052059,7,B,G
17100052060,8,B,R
17100052061,4,S,R
17100052062,5,B,G
17100052063,6,B,R
17100052064,2,S,R
17100052065,5,B,G
17100052066,2,S,R
17100052067,8,B,R
17100052068,2,S,R
17100052069,5,B,G
17100052070,7,B,G
17100052071,8,B,R
17100052072,6,B,R
17100052073,0,S,R
17100052074,9,B,G
17100052075,7,B,G
17100052076,6,B,R
17100052077,6,B,R
17100052078,9,B,G
17100052079,1,S,G
17100052080,3,S,G
17100052081,9,B,G
17100052082,0,S,R
17100052083,4,S,R
17100052084,7,B,G
17100052085,1,S,G
17100052086,8,B,R
17100052087,0,S,R
17100052088,0,S,R
17100052089,7,B,G
17100052090,6,B,R
17100052091,1,S,G
17100052092,2,S,R
17100052093,8,B,R
17100052094,1,S,G
17100052095,7,B,G
17100052096,6,B,R
17100052097,1,S,G
17100052098,6,B,R
17100052099,5,B,G
17100052100,4,S,R
17100052101,4,S,R
17100052102,4,S,R
17100052103,1,S,G
17100052104,1,S,G
17100052105,3,S,G
17100052106,5,B,G
17100052107,7,B,G
17100052108,7,B,G
17100052109,7,B,G
17100052110,0,S,R
17100052111,1,S,G
17100052112,6,B,R
17100052113,8,B,R
17100052114,3,S,G
17100052115,0,S,R
17100052116,0,S,R
17100052117,6,B,R
17100052118,6,B,R
17100052119,5,B,G
17100052120,7,B,G
17100052121,3,S,G
17100052122,5,B,G
17100052123,4,S,R
17100052124,1,S,G
17100052125,3,S,G
17100052126,7,B,G
17100052127,0,S,R
17100052128,1,S,G
17100052129,0,S,R
17100052130,4,S,R
17100052131,7,B,G
17100052132,2,S,R
17100052133,6,B,R
17100052134,8,B,R
17100052135,7,B,G
17100052136,8,B,R
17100052137,3,S,G
17100052138,8,B,R
17100052139,3,S,G
17100052140,3,S,G
17100052141,9,B,G
17100052142,8,B,R
17100052143,1,S,G
17100052144,0,S,R
17100052145,2,S,R
17100052146,8,B,R
17100052147,3,S,G
17100052148,4,S,R
17100052149,8,B,R
17100052150,9,B,G
17100052151,6,B,R
17100052152,0,S,R
17100052153,4,S,R
17100052154,9,B,G
17100052155,1,S,G
17100052156,6,B,R
17100052157,0,S,R
17100052158,6,B,R
17100052159,0,S,R
17100052160,6,B,R
17100052161,5,B,G
17100052162,0,S,R
17100052163,7,B,G
17100052164,3,S,G
17100052165,6,B,R
17100052166,9,B,G
17100052167,2,S,R
17100052168,5,B,G
17100052169,8,B,R
17100052170,0,S,R
17100052171,7,B,G
17100052172,2,S,R
17100052173,6,B,R
17100052174,5,B,G
17100052175,4,S,R
17100052176,7,B,G
17100052177,0,S,R
17100052178,1,S,G
17100052179,2,S,R
17100052180,1,S,G
17100052181,6,B,R
17100052182,0,S,R
17100052183,6,B,R
17100052184,6,B,R
17100052185,3,S,G
17100052186,2,S,R
17100052187,5,B,G
17100052188,3,S,G
17100052189,5,B,G
17100052190,7,B,G
17100052191,2,S,R
17100052192,5,B,G
17100052193,0,S,R
17100052194,2,S,R
17100052195,2,S,R
17100052196,6,B,R
17100052197,7,B,G
17100052198,8,B,R
17100052199,6,B,R
17100052200,9,B,G
17100052201,3,S,G
17100052202,3,S,G
17100052203,7,B,G
17100052204,7,B,G
17100052205,6,B,R
17100052206,2,S,R
17100052207,1,S,G
17100052208,3,S,G
17100052209,0,S,R
17100052210,0,S,R
17100052211,2,S,R
17100052212,8,B,R
17100052213,9,B,G
17100052214,8,B,R
17100052215,4,S,R
17100052216,4,S,R
17100052217,1,S,G
17100052218,9,B,G
17100052219,8,B,R
17100052220,0,S,R
17100052221,1,S,G
17100052222,0,S,R
17100052223,2,S,R
17100052224,1,S,G
17100052225,1,S,G
17100052226,3,S,G
17100052227,6,B,R
17100052228,2,S,R
17100052229,8,B,R
17100052230,6,B,R
17100052231,3,S,G
17100052232,3,S,G
17100052233,5,B,G
17100052234,4,S,R
17100052235,7,B,G
17100052236,8,B,R
17100052237,0,S,R
17100052238,2,S,R
17100052239,2,S,R
17100052240,4,S,R
17100052241,8,B,R
17100052242,6,B,R
17100052243,0,S,R
17100052244,3,S,G
17100052245,9,B,G
17100052246,6,B,R
17100052247,8,B,R
17100052248,2,S,R
17100052249,5,B,G
17100052250,5,B,G
17100052251,8,B,R
17100052252,5,B,G
17100052253,4,S,R
17100052254,9,B,G
17100052255,0,S,R
17100052256,4,S,R
17100052257,6,B,R
17100052258,3,S,G
17100052259,8,B,R
17100052260,6,B,R
17100052261,0,S,R
17100052262,9,B,G
17100052263,4,S,R
17100052264,8,B,R
17100052265,5,B,G
17100052266,4,S,R
17100052267,6,B,R
17100052268,6,B,R
17100052269,1,S,G
17100052270,8,B,R
17100052271,6,B,R
17100052272,6,B,R
17100052273,8,B,R
17100052274,7,B,G
17100052275,6,B,R
17100052276,2,S,R
17100052277,9,B,G
17100052278,2,S,R
17100052279,2,S,R
17100052280,2,S,R
17100052281,4,S,R
17100052282,9,B,G
17100052283,7,B,G
17100052284,4,S,R
17100052285,1,S,G
17100052286,0,S,R
17100052287,9,B,G
17100052288,9,B,G
17100052289,3,S,G
17100052290,8,B,R
17100052291,0,S,R
17100052292,5,B,G
17100052293,4,S,R
17100052294,9,B,G
17100052295,2,S,R
17100052296,3,S,G
17100052297,3,S,G
17100052298,8,B,R
17100052299,3,S,G
17100052300,7,B,G
17100052301,8,B,R
17100052302,5,B,G
17100052303,2,S,R
17100052304,7,B,G
17100052305,9,B,G
17100052306,4,S,R
17100052307,5,B,G
17100052308,5,B,G
17100052309,4,S,R
17100052310,8,B,R
17100052311,0,S,R
17100052312,8,B,R
17100052313,3,S,G
17100052314,8,B,R
17100052315,5,B,G
17100052316,6,B,R
17100052317,3,S,G
17100052318,0,S,R
17100052319,0,S,R
17100052320,2,S,R
17100052321,4,S,R
17100052322,7,B,G
17100052323,3,S,G
17100052324,0,S,R
17100052325,7,B,G
17100052326,7,B,G
17100052327,7,B,G
17100052328,5,B,G
17100052329,8,B,R
17100052330,3,S,G
17100052331,4,S,R
17100052332,0,S,R
17100052333,1,S,G
17100052334,2,S,R
17100052335,8,B,R
17100052336,4,S,R
17100052337,7,B,G
17100052338,1,S,G
17100052339,1,S,G
17100052340,8,B,R
17100052341,2,S,R
17100052342,2,S,R
17100052343,1,S,G
17100052344,5,B,G
17100052345,2,S,R
17100052346,0,S,R
17100052347,9,B,G
17100052348,7,B,G
17100052349,7,B,G
17100052350,3,S,G
17100052351,6,B,R
17100052352,1,S,G
17100052353,2,S,R
17100052354,7,B,G
17100052355,6,B,R
17100052356,3,S,G
17100052357,2,S,R
17100052358,2,S,R
17100052359,2,S,R
17100052360,4,S,R
17100052361,5,B,G
17100052362,9,B,G
17100052363,3,S,G
17100052364,6,B,R
17100052365,1,S,G
17100052366,6,B,R
17100052367,5,B,G
17100052368,6,B,R
17100052369,5,B,G
17100052370,7,B,G
17100052371,9,B,G
17100052372,4,S,R
17100052373,1,S,G
17100052374,2,S,R
17100052375,4,S,R
17100052376,3,S,G
17100052377,7,B,G
17100052378,8,B,R
17100052379,1,S,G
17100052380,8,B,R
17100052381,5,B,G
17100052382,4,S,R
17100052383,3,S,G
17100052384,8,B,R
17100052584,7,B,G
17100052585,7,B,G
17100052586,6,B,R
17100052587,9,B,G
17100052588,0,S,R
17100052589,7,B,G
17100052590,4,S,R
17100052591,4,S,R
17100052592,8,B,R
17100052593,7,B,G
17100052594,0,S,R
17100052595,3,S,G
17100052596,1,S,G
17100052597,3,S,G
17100052598,9,B,G
17100052599,3,S,G
17100052600,2,S,R
17100052601,4,S,R
17100052602,4,S,R
17100052603,1,S,G
17100052604,4,S,R
17100052605,1,S,G
17100052606,1,S,G
17100052607,7,B,G
17100052608,1,S,G
17100052609,2,S,R
17100052610,9,B,G
17100052611,7,B,G
17100052612,3,S,G
17100052613,9,B,G
17100052614,5,B,G
17100052615,5,B,G
17100052616,7,B,G
17100052617,1,S,G
17100052618,1,S,G
17100052619,5,B,G
17100052620,4,S,R
17100052621,9,B,G
17100052622,1,S,G
17100052623,0,S,R
17100052624,1,S,G
17100052625,3,S,G
17100052626,7,B,G
17100052627,0,S,R
17100052628,6,B,R
17100052629,3,S,G
17100052630,7,B,G
17100052631,2,S,R
17100052632,1,S,G
17100052633,2,S,R
17100052634,7,B,G
17100052635,1,S,G
17100052636,0,S,R
17100052637,0,S,R
17100052638,4,S,R
17100052639,8,B,R
17100052640,4,S,R
17100052641,9,B,G
17100052642,0,S,R
17100052643,6,B,R
17100052644,4,S,R
17100052645,1,S,G
17100052646,2,S,R
17100052647,7,B,G
17100052648,5,B,G
17100052649,0,S,R
17100052650,1,S,G
17100052651,9,B,G
17100052652,6,B,R
17100052653,1,S,G
17100052654,3,S,G
17100052655,3,S,G
17100052656,9,B,G
17100052657,2,S,R
17100052658,1,S,G
17100052659,9,B,G
17100052660,9,B,G
17100052661,1,S,G
17100052662,8,B,R
17100052663,7,B,G
17100052664,8,B,R
17100052665,4,S,R
17100052666,9,B,G
17100052667,9,B,G
17100052668,7,B,G
17100052669,2,S,R
17100052670,4,S,R
17100052671,6,B,R
17100052672,3,S,G
17100052673,6,B,R
17100052674,7,B,G
17100052675,0,S,R
17100052676,6,B,R
17100052677,1,S,G
17100052678,5,B,G
17100052679,6,B,R
17100052680,7,B,G
17100052681,1,S,G
17100052682,2,S,R
17100052683,3,S,G
17100052684,6,B,R
17100052685,7,B,G
17100052686,9,B,G
17100052687,0,S,R
17100052688,6,B,R
17100052689,9,B,G
17100052690,1,S,G
17100052691,0,S,R
17100052692,0,S,R
17100052693,5,B,G
17100052694,4,S,R
17100052695,0,S,R
17100052696,0,S,R
17100052697,8,B,R
17100052698,2,S,R
17100052699,8,B,R
17100052700,9,B,G
17100052701,0,S,R
17100052702,9,B,G
17100052703,0,S,R
17100052704,6,B,R
17100052705,6,B,R
17100052706,7,B,G
17100052707,7,B,G
17100052708,9,B,G
17100052709,2,S,R
17100052710,9,B,G
17100052711,5,B,G
17100052712,0,S,R
17100052713,7,B,G
17100052714,0,S,R
17100052715,4,S,R
17100052716,5,B,G
17100052717,5,B,G
17100052718,6,B,R
17100052719,3,S,G
17100052720,9,B,G
17100052721,4,S,R
17100052722,3,S,G
17100052723,8,B,R
17100052724,2,S,R
17100052725,6,B,R
17100052726,2,S,R
17100052727,1,S,G
17100052728,1,S,G
17100052729,6,B,R
17100052730,2,S,R
17100052731,9,B,G
17100052732,6,B,R
17100052733,2,S,R
17100052734,7,B,G
17100052735,4,S,R
